# Samples Generated by Stan
#
# stan_version_major=1
# stan_version_minor=2
# stan_version_patch=0
# data=linear_model.data.R
# init=random initialization
# append_samples=0
# save_warmup=0
# seed=2575924837
# chain_id=1
# iter=2000
# warmup=1000
# thin=1
# nondiag_mass=0
# equal_step_sizes=0
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# epsilon_pm=0
# delta=0.5
# gamma=0.05
#
lp__,treedepth__,stepsize__,alpha,beta,sigma_noise
# (mcmc::nuts_diag) adaptation finished
# step size=7.45438
# parameter step size multipliers:
# 0.269844,1.70439,0.14908
0.0639576,2,7.45438,0.366555,11.111,5.24217
-0.452236,2,7.45438,0.156192,8.24426,22.3704
0.166613,2,7.45438,0.0457512,-6.95501,3.17084
-1.39377,2,7.45438,-0.452597,11.1842,1.17581
-1.39377,3,7.45438,-0.452597,11.1842,1.17581
0.473022,2,7.45438,-0.406117,-9.5407,9.85059
-1.17268,1,7.45438,0.410129,-14.6347,21.3835
-1.17268,2,7.45438,0.410129,-14.6347,21.3835
-0.43513,2,7.45438,-0.244829,9.57201,21.3721
-1.83984,2,7.45438,-0.802235,18.5701,14.6361
-0.144305,2,7.45438,-0.581621,-6.15621,3.35037
-0.144305,1,7.45438,-0.581621,-6.15621,3.35037
-0.739007,1,7.45438,-0.719402,9.81588,3.40526
-1.80942,1,7.45438,-0.645469,17.1279,2.51744
-1.6889,2,7.45438,0.813043,4.07986,1.19699
-0.050084,1,7.45438,0.372124,-0.441713,2.26945
-0.283346,1,7.45438,-0.594687,-5.50452,2.82771
-2.66587,2,7.45438,-0.956703,-11.9111,3.57326
-0.477611,2,7.45438,-0.732757,9.11981,16.8571
-0.489048,2,7.45438,-0.0386681,-8.89993,1.85686
0.405634,2,7.45438,-0.139006,-2.68961,3.35647
0.405634,1,7.45438,-0.139006,-2.68961,3.35647
-2.48182,1,7.45438,-0.0483014,-22.8282,21.1239
-1.61539,2,7.45438,0.60271,-15.3949,21.7402
0.740231,1,7.45438,0.331711,-5.50764,7.01735
0.740231,2,7.45438,0.331711,-5.50764,7.01735
0.740231,3,7.45438,0.331711,-5.50764,7.01735
0.558336,2,7.45438,-0.333977,8.61354,7.63492
0.558336,1,7.45438,-0.333977,8.61354,7.63492
0.558336,1,7.45438,-0.333977,8.61354,7.63492
0.558336,1,7.45438,-0.333977,8.61354,7.63492
0.558336,2,7.45438,-0.333977,8.61354,7.63492
-0.74607,2,7.45438,0.776393,4.70739,2.78108
-0.623683,2,7.45438,0.256809,-6.31652,1.41557
-1.62105,2,7.45438,0.772995,10.7346,1.78108
-2.07992,2,7.45438,-0.680588,-6.48889,0.576872
-5.60263,2,7.45438,0.84253,0.970905,0.0256341
-0.374968,3,7.45438,0.842813,0.24265,5.56018
-0.897329,2,7.45438,-0.912703,-6.38546,10.9527
-4.40188,2,7.45438,0.180726,-28.5837,1.5241
-1.8231,1,7.45438,-0.0845927,-23.6338,13.8366
-1.8231,2,7.45438,-0.0845927,-23.6338,13.8366
-1.17183,2,7.45438,0.554521,18.3012,5.59186
-0.150886,2,7.45438,0.736948,-9.73532,9.78804
-0.150886,2,7.45438,0.736948,-9.73532,9.78804
-0.813232,2,7.45438,0.915102,2.7457,12.6334
-0.791967,2,7.45438,0.606678,-9.23034,2.25559
-1.71217,2,7.45438,-0.632168,5.37765,27.0559
-1.71217,2,7.45438,-0.632168,5.37765,27.0559
-1.71217,3,7.45438,-0.632168,5.37765,27.0559
-1.71217,2,7.45438,-0.632168,5.37765,27.0559
-1.71217,1,7.45438,-0.632168,5.37765,27.0559
-1.24977,1,7.45438,-0.837816,5.50569,2.30592
-1.67824,1,7.45438,0.795688,11.9616,2.13614
-2.84917,2,7.45438,-0.865142,-10.5314,0.807125
-4.93242,2,7.45438,-0.926461,-12.4206,0.221103
-1.05481,1,7.45438,0.345047,4.16626,0.866095
-1.05481,1,7.45438,0.345047,4.16626,0.866095
0.711781,2,7.45438,-0.346651,1.12528,15.4968
0.711781,2,7.45438,-0.346651,1.12528,15.4968
0.711781,2,7.45438,-0.346651,1.12528,15.4968
0.63921,2,7.45438,0.412656,-6.14107,7.10574
0.102403,1,7.45438,0.633119,-6.7009,15.5583
-0.00594847,2,7.45438,-0.633108,9.46226,6.37388
-0.00594847,1,7.45438,-0.633108,9.46226,6.37388
-0.565749,2,7.45438,-0.20855,13.1312,2.93687
-1.53128,2,7.45438,-0.885428,-9.14001,3.21406
-0.30234,1,7.45438,-0.664182,-3.14225,2.90498
-0.240047,2,7.45438,-0.270856,-3.57991,22.4363
-0.240047,2,7.45438,-0.270856,-3.57991,22.4363
-0.240047,2,7.45438,-0.270856,-3.57991,22.4363
-0.33412,2,7.45438,0.269658,2.44233,1.61238
0.0335658,2,7.45438,-0.136861,5.27166,2.499
0.0335658,2,7.45438,-0.136861,5.27166,2.499
-0.460084,2,7.45438,0.519006,-4.34024,1.93713
0.871461,2,7.45438,-0.204934,4.74443,12.9939
0.871461,1,7.45438,-0.204934,4.74443,12.9939
-3.08633,1,7.45438,-0.82511,14.9499,26.038
-3.08633,1,7.45438,-0.82511,14.9499,26.038
-3.08633,2,7.45438,-0.82511,14.9499,26.038
-3.08633,3,7.45438,-0.82511,14.9499,26.038
-3.08633,2,7.45438,-0.82511,14.9499,26.038
-0.93222,2,7.45438,-0.477477,5.57522,1.20135
-3.01797,2,7.45438,0.881536,19.2955,2.96102
-0.0907675,2,7.45438,-0.273099,-9.26576,3.1914
-0.0907675,2,7.45438,-0.273099,-9.26576,3.1914
-0.0907675,0,7.45438,-0.273099,-9.26576,3.1914
-2.41596,1,7.45438,0.610816,-7.89804,0.390107
-3.67335,1,7.45438,-0.846801,-17.0631,0.774679
-2.63912,1,7.45438,-0.511754,-15.8796,0.685338
-2.47504,1,7.45438,-0.735458,-1.11353,0.370161
-3.00755,1,7.45438,-0.0161387,-5.14098,0.112824
-4.66285,2,7.45438,0.966623,10.8459,0.521031
-5.95799,2,7.45438,0.998361,7.8153,2.20558
-4.08357,2,7.45438,0.992769,-7.4371,3.26846
-5.97015,2,7.45438,0.997996,-17.5755,9.02446
-6.52384,3,7.45438,-0.998161,17.2957,17.9541
-1.80309,2,7.45438,0.600169,-19.7729,3.93877
-1.51923,2,7.45438,0.177381,14.8115,1.36655
0.598528,2,7.45438,0.463283,4.98944,6.48059
0.458776,2,7.45438,0.321547,-9.9336,12.2562
0.458776,2,7.45438,0.321547,-9.9336,12.2562
0.458776,2,7.45438,0.321547,-9.9336,12.2562
0.559881,2,7.45438,0.218418,2.90968,4.18776
-1.37513,2,7.45438,-0.708754,2.74164,1.06352
-0.931206,1,7.45438,-0.209943,7.89479,1.13349
-0.384325,2,7.45438,-0.174049,-1.85955,1.44405
0.347388,2,7.45438,-0.606439,1.05697,5.15052
0.335621,2,7.45438,0.253673,2.97976,3.30195
0.339704,2,7.45438,-0.294638,-7.12658,17.091
0.518144,2,7.45438,0.634633,0.854929,7.47852
0.518144,1,7.45438,0.634633,0.854929,7.47852
0.259277,2,7.45438,-0.633168,8.02778,11.188
0.213815,2,7.45438,0.632996,-7.54952,7.0696
0.117545,2,7.45438,-0.770608,1.33151,12.9319
0.117545,2,7.45438,-0.770608,1.33151,12.9319
-0.111104,2,7.45438,0.779197,-6.38684,7.33043
-0.426777,2,7.45438,-0.130401,1.4954,1.35523
-1.32352,1,7.45438,-0.183573,6.14973,0.667241
-1.90634,1,7.45438,0.0648498,0.16522,0.298683
-0.899157,2,7.45438,-0.0730675,-0.632892,26.3433
-0.899157,2,7.45438,-0.0730675,-0.632892,26.3433
-0.899157,2,7.45438,-0.0730675,-0.632892,26.3433
-0.894468,1,7.45438,-0.894766,4.9616,5.38209
-0.600522,2,7.45438,0.894446,-3.98104,11.3353
0.751978,1,7.45438,0.443199,-4.72566,11.6579
0.751978,1,7.45438,0.443199,-4.72566,11.6579
0.751978,2,7.45438,0.443199,-4.72566,11.6579
-2.13504,2,7.45438,-0.83247,-19.5487,14.0837
-2.13504,2,7.45438,-0.83247,-19.5487,14.0837
-2.13504,2,7.45438,-0.83247,-19.5487,14.0837
-1.92045,2,7.45438,0.832611,15.529,3.39091
-1.92045,1,7.45438,0.832611,15.529,3.39091
-0.849709,2,7.45438,0.755544,7.50307,2.74978
-0.633589,2,7.45438,0.374192,-9.89744,2.05874
-0.852748,1,7.45438,0.46279,-6.38218,1.34336
0.634953,2,7.45438,0.316089,-3.48221,15.9805
0.634953,1,7.45438,0.316089,-3.48221,15.9805
0.634953,2,7.45438,0.316089,-3.48221,15.9805
0.135332,2,7.45438,0.505822,-11.3481,8.23136
-0.928126,2,7.45438,-0.927155,-3.41311,11.0981
-0.928126,1,7.45438,-0.927155,-3.41311,11.0981
-0.554264,1,7.45438,0.846129,-8.95663,10.2164
-0.554264,1,7.45438,0.846129,-8.95663,10.2164
0.534615,1,7.45438,0.623066,-3.94943,9.41248
0.534615,2,7.45438,0.623066,-3.94943,9.41248
0.534615,1,7.45438,0.623066,-3.94943,9.41248
0.571007,2,7.45438,-0.61639,1.32632,7.85786
0.571007,2,7.45438,-0.61639,1.32632,7.85786
0.571007,2,7.45438,-0.61639,1.32632,7.85786
0.429953,2,7.45438,-0.263934,5.80495,4.28935
-1.31757,2,7.45438,0.860123,4.78776,2.38368
-0.29516,1,7.45438,0.77713,1.27403,4.14145
-1.40392,2,7.45438,0.928274,9.08095,6.7799
-1.9892,1,7.45438,0.954095,10.4253,13.9394
0.124963,2,7.45438,0.260122,3.02373,2.63516
-3.57412,2,7.45438,0.994127,-4.93153,6.89134
-3.57412,1,7.45438,0.994127,-4.93153,6.89134
-1.03579,2,7.45438,0.907884,-4.24498,5.03931
-0.209595,1,7.45438,0.81165,-5.33598,7.04874
-0.209595,1,7.45438,0.81165,-5.33598,7.04874
-0.209595,1,7.45438,0.81165,-5.33598,7.04874
-0.209595,1,7.45438,0.81165,-5.33598,7.04874
-0.209595,1,7.45438,0.81165,-5.33598,7.04874
-0.209595,1,7.45438,0.81165,-5.33598,7.04874
-0.209595,1,7.45438,0.81165,-5.33598,7.04874
-0.180195,2,7.45438,0.134768,0.829136,1.73295
-0.180195,2,7.45438,0.134768,0.829136,1.73295
-0.712069,2,7.45438,0.226278,-13.0519,2.50165
0.273479,2,7.45438,0.0174886,-5.75334,3.27408
0.273479,1,7.45438,0.0174886,-5.75334,3.27408
-0.543591,2,7.45438,-0.325631,-15.5818,4.94522
-1.21483,2,7.45438,-0.927758,7.4548,7.46943
-3.33419,2,7.45438,0.994067,0.365945,10.3031
-3.33419,1,7.45438,0.994067,0.365945,10.3031
-4.81624,1,7.45438,0.998109,-6.74447,13.5601
-5.05792,2,7.45438,0.994974,-12.63,2.95644
-1.93102,2,7.45438,-0.935682,-11.4782,5.16636
-1.93102,1,7.45438,-0.935682,-11.4782,5.16636
-1.4117,2,7.45438,-0.934928,0.877284,4.27737
-0.742765,2,7.45438,0.378784,14.5863,18.7769
0.0910057,2,7.45438,0.417173,7.50181,3.77704
-1.27511,2,7.45438,-0.816911,-9.9261,2.87478
-0.415219,2,7.45438,-0.880436,-0.174186,8.36952
-2.24801,1,7.45438,0.938092,15.3336,12.4765
-1.43032,2,7.45438,-0.823411,-16.4571,12.2889
-1.43032,1,7.45438,-0.823411,-16.4571,12.2889
-2.0127,2,7.45438,-0.923499,10.6785,3.42001
-2.0127,1,7.45438,-0.923499,10.6785,3.42001
-0.0407744,1,7.45438,-0.453399,-5.33273,2.90971
-0.0407744,1,7.45438,-0.453399,-5.33273,2.90971
-2.16151,2,7.45438,0.664976,-2.14825,0.423825
-2.74131,1,7.45438,0.106017,19.7784,0.926279
-2.08689,1,7.45438,-0.195636,15.8307,0.907233
-0.830743,2,7.45438,-0.142306,-17.9708,15.9473
-1.10012,1,7.45438,-0.120829,-20.8799,11.2455
-1.59683,2,7.45438,-0.113637,-19.2878,2.73719
-0.169841,2,7.45438,0.718642,-5.96768,4.66066
0.644359,2,7.45438,0.175153,-6.38644,15.1223
0.70371,2,7.45438,-0.469659,2.64733,6.75592
0.77052,2,7.45438,-0.222622,-2.14317,5.37807
-0.0788543,2,7.45438,0.801505,-0.152371,14.1868
-0.949978,1,7.45438,0.923345,4.91406,8.61963
0.773097,1,7.45438,-0.449845,-4.3289,8.78065
0.33353,2,7.45438,0.70192,2.35372,12.6933
0.33353,1,7.45438,0.70192,2.35372,12.6933
0.33353,1,7.45438,0.70192,2.35372,12.6933
0.33353,2,7.45438,0.70192,2.35372,12.6933
0.363628,2,7.45438,-0.0399309,11.8016,12.2608
-0.288922,2,7.45438,-0.709242,10.5709,13.9174
-2.94528,2,7.45438,-0.959483,-13.5273,18.5439
-1.84698,1,7.45438,-0.914302,-14.1448,6.47484
-1.84698,1,7.45438,-0.914302,-14.1448,6.47484
-1.84698,2,7.45438,-0.914302,-14.1448,6.47484
-1.01246,1,7.45438,-0.830323,-13.4227,12.2711
-1.01246,2,7.45438,-0.830323,-13.4227,12.2711
-1.87717,2,7.45438,0.367229,-20.3624,2.93823
-4.2263,2,7.45438,-0.866137,-27.6079,6.59264
-0.509035,2,7.45438,-0.347757,-5.26175,23.2048
-0.764957,2,7.45438,0.358748,0.579233,1.07689
0.0697123,1,7.45438,-0.572395,-9.81046,6.30604
0.0697123,2,7.45438,-0.572395,-9.81046,6.30604
-1.98419,2,7.45438,0.898223,16.3613,6.9269
-0.735702,1,7.45438,0.650213,14.8348,5.9783
-0.735702,1,7.45438,0.650213,14.8348,5.9783
-0.410436,2,7.45438,0.354982,-14.3638,16.4277
0.335839,2,7.45438,-0.535021,-8.55047,12.7404
0.335839,2,7.45438,-0.535021,-8.55047,12.7404
0.276744,2,7.45438,0.72324,-0.638323,13.093
0.276744,0,7.45438,0.72324,-0.638323,13.093
0.194424,2,7.45438,0.640222,7.07344,6.5762
0.194424,1,7.45438,0.640222,7.07344,6.5762
-0.988772,2,7.45438,0.054983,-15.5328,20.5346
-1.56204,2,7.45438,0.321971,18.5493,2.71358
-1.0036,1,7.45438,-0.783939,-3.08422,2.04299
-1.93129,1,7.45438,-0.848941,3.51934,1.11526
-2.0175,2,7.45438,-0.0165376,22.6027,3.65937
-0.152978,1,7.45438,-0.591487,9.1958,4.4578
-0.363802,2,7.45438,-0.756694,11.1354,10.1989
-0.363802,1,7.45438,-0.756694,11.1354,10.1989
-4.76389,3,7.45438,-0.998564,1.10132,10.9352
0.222398,2,7.45438,-0.513647,1.94995,3.70984
-0.767725,2,7.45438,-0.456231,-13.8304,19.1675
-2.8703,2,7.45438,-0.517471,-8.87674,0.229949
-0.499873,1,7.45438,-0.559658,9.33844,2.8497
-0.872473,2,7.45438,0.718694,-14.1981,15.2939
-0.872473,2,7.45438,0.718694,-14.1981,15.2939
-0.872473,1,7.45438,0.718694,-14.1981,15.2939
0.0558723,2,7.45438,0.30026,-11.2261,4.93173
0.0558723,2,7.45438,0.30026,-11.2261,4.93173
0.0558723,1,7.45438,0.30026,-11.2261,4.93173
0.413184,2,7.45438,0.434299,6.27881,5.19961
0.413184,1,7.45438,0.434299,6.27881,5.19961
0.413184,1,7.45438,0.434299,6.27881,5.19961
0.664571,1,7.45438,0.431562,-1.62044,5.69882
0.664571,1,7.45438,0.431562,-1.62044,5.69882
0.664571,2,7.45438,0.431562,-1.62044,5.69882
0.664571,0,7.45438,0.431562,-1.62044,5.69882
-0.0562826,2,7.45438,-0.430669,9.51724,17.7932
0.157305,2,7.45438,0.73139,5.46329,8.20004
0.0864788,1,7.45438,0.578402,10.9964,10.9846
0.0864788,2,7.45438,0.578402,10.9964,10.9846
0.883364,2,7.45438,-0.142707,3.12765,14.1852
0.299577,2,7.45438,-0.181904,-7.90916,4.16164
0.299577,1,7.45438,-0.181904,-7.90916,4.16164
0.704467,2,7.45438,-0.52279,3.29615,8.32021
-0.885253,2,7.45438,-0.902933,2.32039,5.30434
-0.885253,2,7.45438,-0.902933,2.32039,5.30434
-0.0846309,2,7.45438,-0.125933,-9.7927,19.2545
-0.0846309,2,7.45438,-0.125933,-9.7927,19.2545
-0.859965,2,7.45438,0.374936,11.2889,1.89758
-0.148314,2,7.45438,-0.271123,1.20141,1.90981
-1.35936,1,7.45438,0.478764,-6.1729,0.809844
-2.39844,2,7.45438,-0.362328,3.93972,0.226268
-2.39844,1,7.45438,-0.362328,3.93972,0.226268
-2.115,1,7.45438,-0.0131747,6.08999,0.290598
-2.115,1,7.45438,-0.0131747,6.08999,0.290598
-2.115,1,7.45438,-0.0131747,6.08999,0.290598
-2.7141,2,7.45438,0.10488,8.09909,0.186059
-2.07859,2,7.45438,0.479869,9.0266,0.489695
-0.405938,2,7.45438,-0.236502,-14.0249,4.10789
-0.674959,1,7.45438,0.856322,-7.12108,5.86476
0.137409,2,7.45438,0.786406,-0.882963,9.60705
-1.2484,1,7.45438,0.871263,-12.8404,6.93745
-1.2484,1,7.45438,0.871263,-12.8404,6.93745
-3.36006,2,7.45438,-0.402855,26.8718,3.23415
-4.40933,2,7.45438,-0.635185,31.1407,6.3964
-2.31586,1,7.45438,-0.808719,11.3002,1.0902
-0.923491,1,7.45438,0.61809,1.09281,1.30656
0.664489,2,7.45438,-0.560446,-3.6388,10.1228
0.664489,2,7.45438,-0.560446,-3.6388,10.1228
0.664489,1,7.45438,-0.560446,-3.6388,10.1228
0.664489,1,7.45438,-0.560446,-3.6388,10.1228
0.664489,2,7.45438,-0.560446,-3.6388,10.1228
0.513833,2,7.45438,-0.49011,4.98194,5.95564
0.258411,2,7.45438,0.305031,-11.4459,13.2755
-3.10711,1,7.45438,0.968452,-15.9436,6.28572
-1.45336,2,7.45438,-0.209863,17.0173,2.12899
-1.45336,1,7.45438,-0.209863,17.0173,2.12899
-0.312265,1,7.45438,0.425513,-5.33705,2.10895
-2.02601,2,7.45438,-0.81503,11.2316,23.516
-0.716376,2,7.45438,0.563534,7.21105,1.8934
0.411262,2,7.45438,0.0741914,8.58348,4.9596
-0.0462605,2,7.45438,-0.703006,0.574452,17.4855
-0.802485,2,7.45438,0.896956,-1.8623,5.42895
-0.268211,2,7.45438,-0.823562,4.99684,6.81828
-0.0786727,2,7.45438,0.365653,-10.116,3.83366
-0.0786727,1,7.45438,0.365653,-10.116,3.83366
-0.0786727,1,7.45438,0.365653,-10.116,3.83366
-3.99667,2,7.45438,-0.993581,-12.1552,10.6308
-3.99667,1,7.45438,-0.993581,-12.1552,10.6308
-4.24295,2,7.45438,-0.995215,-8.06709,4.66951
-0.721233,2,7.45438,-0.845931,4.99931,17.2689
-2.07665,2,7.45438,0.624181,19.618,2.94392
-0.341025,2,7.45438,0.139482,10.2512,2.53295
-0.839117,1,7.45438,0.380073,-3.63956,25.0802
-0.839117,2,7.45438,0.380073,-3.63956,25.0802
-0.330761,2,7.45438,0.497176,3.70815,2.09215
-2.1072,1,7.45438,-0.555856,-18.9835,2.18771
-0.939127,2,7.45438,-0.848692,-8.4202,4.40696
-0.939127,1,7.45438,-0.848692,-8.4202,4.40696
0.037794,2,7.45438,0.747324,0.090704,5.48301
-2.96165,2,7.45438,-0.35889,-24.1654,21.3025
-3.21379,1,7.45438,0.379344,-23.5261,1.5133
-1.77353,2,7.45438,0.0224223,22.0496,4.2213
0.641154,2,7.45438,-0.386481,7.69375,9.02727
0.597183,2,7.45438,-0.571462,0.559901,6.84051
-0.385457,2,7.45438,-0.831734,-7.91974,9.70524
0.637738,2,7.45438,0.039563,-4.45442,16.5994
-1.02709,2,7.45438,-0.62363,12.5081,2.6595
-0.609904,2,7.45438,-0.239704,-17.1202,14.6897
0.0200147,2,7.45438,0.331062,12.6645,6.19397
0.0199991,2,7.45438,0.806598,-2.47556,10.6392
-0.122624,2,7.45438,-0.143865,-5.21343,2.11666
-0.160428,1,7.45438,0.280074,-2.01799,1.92253
-0.160428,1,7.45438,0.280074,-2.01799,1.92253
-0.139255,1,7.45438,0.196547,-7.01605,2.38209
-0.736576,2,7.45438,-0.49814,-9.14449,22.0567
-0.736576,1,7.45438,-0.49814,-9.14449,22.0567
0.22333,1,7.45438,0.529445,-7.85218,5.51265
-0.00621163,2,7.45438,-0.585838,5.33898,18.15
-0.789809,2,7.45438,0.163275,-7.48886,1.2444
-1.2944,2,7.45438,-0.790624,-3.14059,1.55957
0.129528,2,7.45438,0.0469124,-10.9376,4.6163
-0.467621,1,7.45438,0.773389,-5.58719,3.95246
0.389277,2,7.45438,-0.68846,3.18905,8.47683
0.967757,2,7.45438,-0.0252741,5.0329,11.2225
0.731737,2,7.45438,-0.0557168,-7.21069,13.5564
0.55193,2,7.45438,0.0338294,-9.78149,12.9109
0.55193,2,7.45438,0.0338294,-9.78149,12.9109
0.55193,1,7.45438,0.0338294,-9.78149,12.9109
0.55193,2,7.45438,0.0338294,-9.78149,12.9109
0.55193,2,7.45438,0.0338294,-9.78149,12.9109
0.55193,1,7.45438,0.0338294,-9.78149,12.9109
0.55193,1,7.45438,0.0338294,-9.78149,12.9109
0.55193,2,7.45438,0.0338294,-9.78149,12.9109
-1.24079,2,7.45438,0.347025,18.4731,3.91213
0.887491,2,7.45438,0.351047,-0.768802,7.21264
0.0955274,2,7.45438,-0.271461,-3.01757,2.57065
0.687715,2,7.45438,0.44581,5.46362,12.311
-0.16004,2,7.45438,0.429686,14.5315,10.9423
-3.41134,2,7.45438,-0.769771,25.4651,4.62753
-3.67315,1,7.45438,-0.442192,30.0126,12.5474
-2.13148,2,7.45438,0.444457,-23.8297,6.09776
-3.52637,2,7.45438,0.978982,-9.47493,2.28489
-1.31794,1,7.45438,0.655782,13.7028,2.48235
-0.200601,2,7.45438,-0.301554,-6.80676,21.1197
0.197775,2,7.45438,0.295082,-6.63799,3.54528
-0.286898,2,7.45438,-0.189239,2.7571,1.63942
-0.992303,2,7.45438,0.3707,-9.95549,1.42631
-1.51169,1,7.45438,-0.410248,-13.6896,1.36748
-2.3872,2,7.45438,-0.204059,9.93056,0.314197
-3.85158,1,7.45438,-0.969289,1.15605,0.71244
-1.65723,2,7.45438,-0.585062,-4.55555,0.645638
-1.67655,2,7.45438,0.583736,4.86728,0.641114
-1.67655,1,7.45438,0.583736,4.86728,0.641114
-0.751153,2,7.45438,-0.855363,1.25167,3.82738
0.571133,2,7.45438,-0.41158,-8.17312,11.3646
0.571133,2,7.45438,-0.41158,-8.17312,11.3646
-0.393954,2,7.45438,-0.571032,14.6889,8.36759
-0.393954,1,7.45438,-0.571032,14.6889,8.36759
-0.393954,1,7.45438,-0.571032,14.6889,8.36759
0.153577,2,7.45438,0.68591,-7.37741,12.2064
-1.20256,2,7.45438,0.91178,-3.29447,17.5175
-1.20256,2,7.45438,0.91178,-3.29447,17.5175
-0.890609,2,7.45438,-0.8964,1.72167,4.77035
-1.36082,2,7.45438,0.949717,1.66874,6.64599
-2.51606,1,7.45438,0.986409,-0.0284247,10.9429
0.873031,2,7.45438,-0.40224,2.68332,8.52057
0.873031,1,7.45438,-0.40224,2.68332,8.52057
0.19754,2,7.45438,-0.72236,-5.48872,11.4797
-0.129939,2,7.45438,0.359944,-13.549,14.5316
-0.129939,1,7.45438,0.359944,-13.549,14.5316
-1.25956,2,7.45438,-0.351874,9.52412,1.02551
-3.39319,2,7.45438,0.900989,13.8155,25.7711
-5.62274,2,7.45438,0.940256,-26.3363,2.05184
-4.25081,2,7.45438,-0.434363,28.3416,22.0141
-2.08324,2,7.45438,0.480649,-18.8529,1.95424
-2.66548,2,7.45438,-0.906234,16.7555,3.36695
-2.48608,2,7.45438,-0.910555,-3.6625,1.05185
-0.725643,2,7.45438,0.887274,-0.228122,15.7198
-0.160741,2,7.45438,-0.551489,12.1689,6.24664
0.159253,2,7.45438,0.650615,-3.5962,16.2318
0.159253,2,7.45438,0.650615,-3.5962,16.2318
0.159253,2,7.45438,0.650615,-3.5962,16.2318
-0.517164,2,7.45438,0.141114,-8.59255,1.78845
-0.458717,1,7.45438,0.28198,0.473345,23.8951
-1.86654,2,7.45438,0.656051,4.98885,0.617506
1.07537,1,7.45438,-0.124015,-1.89588,10.2296
0.718501,2,7.45438,-0.525001,-0.347292,7.54198
0.718501,2,7.45438,-0.525001,-0.347292,7.54198
0.288251,2,7.45438,-0.199793,-11.4626,13.6945
0.0790837,2,7.45438,0.187082,10.4634,4.24399
-2.3797,2,7.45438,0.592429,-21.8681,3.29655
-1.6896,2,7.45438,0.617403,-8.46028,0.858104
-1.76991,2,7.45438,-0.844817,7.97403,1.66421
-2.21917,1,7.45438,-0.901938,4.1307,1.28519
0.91989,1,7.45438,-0.348326,-3.0736,8.90966
0.313332,2,7.45438,0.263352,-8.32827,4.63077
-0.737075,1,7.45438,0.501796,-10.9325,2.39579
-0.167986,2,7.45438,-0.193205,-13.2598,16.4963
-0.167986,2,7.45438,-0.193205,-13.2598,16.4963
-1.21971,2,7.45438,-0.85517,6.01425,20.1561
-1.21971,2,7.45438,-0.85517,6.01425,20.1561
-2.09081,2,7.45438,-0.966707,-5.32696,16.1789
0.125527,2,7.45438,-0.24284,1.84131,2.53132
0.125527,2,7.45438,-0.24284,1.84131,2.53132
0.125527,1,7.45438,-0.24284,1.84131,2.53132
-2.41514,2,7.45438,0.86089,-9.81921,1.12931
0.368259,2,7.45438,-0.00724418,12.1682,9.71911
0.368259,1,7.45438,-0.00724418,12.1682,9.71911
0.368259,1,7.45438,-0.00724418,12.1682,9.71911
-1.26007,2,7.45438,-0.475599,20.1583,12.9528
-1.26007,1,7.45438,-0.475599,20.1583,12.9528
-0.390786,2,7.45438,0.476799,-15.0831,6.97266
-0.420254,2,7.45438,-0.397409,16.3126,8.41871
-1.60788,1,7.45438,0.424176,21.3672,5.61093
0.00385522,2,7.45438,0.771507,-6.25407,10.5163
0.0349793,2,7.45438,-0.786293,-4.4662,9.08608
0.252181,2,7.45438,-0.604319,8.11216,12.7921
0.252181,2,7.45438,-0.604319,8.11216,12.7921
-1.53943,2,7.45438,0.00385716,-16.5087,1.70042
-1.53943,1,7.45438,0.00385716,-16.5087,1.70042
-1.53943,1,7.45438,0.00385716,-16.5087,1.70042
-0.220351,1,7.45438,0.170258,-10.1133,2.87195
-0.220351,2,7.45438,0.170258,-10.1133,2.87195
-0.394033,1,7.45438,-0.329632,8.0786,2.14695
-0.394033,1,7.45438,-0.329632,8.0786,2.14695
-2.67923,2,7.45438,-0.969465,13.9041,10.8003
-3.39409,1,7.45438,-0.818371,24.7637,16.1634
0.547076,1,7.45438,-0.149154,10.352,9.37951
0.175317,1,7.45438,-0.514701,11.1357,10.7159
-0.352869,2,7.45438,0.0802649,11.7093,2.93074
-0.352869,2,7.45438,0.0802649,11.7093,2.93074
0.326403,2,7.45438,-0.037809,-5.85752,18.6062
-0.119441,2,7.45438,0.446921,6.68729,2.89513
-1.10434,1,7.45438,0.48311,17.477,4.39006
0.420842,1,7.45438,-0.0730075,-2.34017,3.32706
-1.30804,2,7.45438,-0.809025,6.52241,22.0408
-1.30804,2,7.45438,-0.809025,6.52241,22.0408
-1.30804,2,7.45438,-0.809025,6.52241,22.0408
0.30617,2,7.45438,0.507448,-4.28132,4.42843
0.62045,2,7.45438,-0.503487,1.75873,14.5028
0.619571,2,7.45438,0.383346,-0.14175,4.92142
0.4988,2,7.45438,0.149701,1.71116,18.324
-2.71689,1,7.45438,0.365703,-24.9899,3.71333
-2.57986,1,7.45438,0.0512421,-27.0461,11.7547
0.976946,1,7.45438,0.162001,3.59966,8.04881
0.976946,0,7.45438,0.162001,3.59966,8.04881
-1.29548,2,7.45438,-0.806661,-16.1582,7.97252
-0.513285,2,7.45438,0.84934,1.58122,4.93038
-0.386439,2,7.45438,-0.573035,12.2445,4.8164
-0.527422,2,7.45438,-0.874945,4.26619,7.14232
-0.759957,2,7.45438,0.874542,-8.25934,12.8934
-2.66419,2,7.45438,-0.881542,-21.2459,11.1006
