lp__,treedepth__,stepsize__,alpha,beta,sigma_noise
0.936162,1,8.83221,-0.868291,-0.244542,2.65223
0.936162,1,8.83221,-0.868291,-0.244542,2.65223
-1.91504,1,8.83221,23.6809,5.9181,19.5358
-2.51501,2,8.83221,20.2658,20.3099,5.90059
-2.51501,1,8.83221,20.2658,20.3099,5.90059
0.169515,2,8.83221,-14.1839,-7.53716,4.83807
-2.25045,1,8.83221,-28.1615,-2.0046,7.52328
-1.07572,2,8.83221,-19.6946,-6.405,3.05053
0.29772,1,8.83221,-4.10908,12.2868,3.29076
0.653457,2,8.83221,3.53197,-13.8223,13.8206
0.851265,2,8.83221,-4.42096,12.871,11.6301
1.00847,2,8.83221,0.852472,-12.5238,9.21973
1.00847,1,8.83221,0.852472,-12.5238,9.21973
-1.01267,2,8.83221,-19.1006,-11.6305,5.02277
1.09561,2,8.83221,7.69865,3.3257,16.4505
1.09561,2,8.83221,7.69865,3.3257,16.4505
1.52279,2,8.83221,-1.27208,-1.42949,5.40381
1.08357,2,8.83221,2.3585,1.81266,3.25717
1.55477,2,8.83221,-4.14575,-2.15321,6.5378
0.89202,1,8.83221,-3.69779,-6.23723,3.35777
0.494458,2,8.83221,-15.0831,-5.69356,10.9378
0.444126,2,8.83221,13.8423,6.89315,6.27554
1.59305,2,8.83221,5.11574,3.9363,9.65421
1.59305,1,8.83221,5.11574,3.9363,9.65421
1.62753,2,8.83221,4.78254,-3.06444,8.85154
1.62753,2,8.83221,4.78254,-3.06444,8.85154
1.47182,2,8.83221,-6.25164,1.68356,6.74599
1.74862,2,8.83221,1.66077,-2.82934,9.87644
1.55523,2,8.83221,-1.62679,6.3794,11.7985
0.0637119,2,8.83221,7.28794,11.8618,2.93231
-0.659952,2,8.83221,2.57259,21.1208,5.92433
-0.331546,2,8.83221,4.98226,-19.3262,6.49478
