lp__,treedepth__,stepsize__,alpha,beta,sigma_noise
1.00407,1,8.83221,12.179,-0.374596,12.4566
1.00407,1,8.83221,12.179,-0.374596,12.4566
1.62093,1,8.83221,5.70615,1.18024,11.1096
0.0477766,2,8.83221,-5.04741,-16.9855,6.05625
0.971297,2,8.83221,8.58687,0.842588,17.3927
1.43561,2,8.83221,-1.97293,-1.8518,4.91959
1.29911,2,8.83221,9.72488,2.34035,9.43772
1.04839,2,8.83221,6.84146,-8.3084,6.15221
1.04839,1,8.83221,6.84146,-8.3084,6.15221
1.2248,2,8.83221,-2.83205,10.1153,8.43096
1.2248,2,8.83221,-2.83205,10.1153,8.43096
0.419588,2,8.83221,-0.630081,-11.7133,19.2295
-2.1178,2,8.83221,-23.1413,13.3035,4.74611
-2.1178,1,8.83221,-23.1413,13.3035,4.74611
-0.63973,2,8.83221,17.6336,-8.87836,4.01349
1.18898,1,8.83221,9.61684,-5.42368,9.36612
1.43004,2,8.83221,-1.23116,3.83143,5.18263
-0.0301656,2,8.83221,15.8419,3.79048,17.7876
-0.559276,2,8.83221,-12.6813,-5.72181,1.52208
0.219848,2,8.83221,13.7917,-6.71171,4.46246
0.219848,1,8.83221,13.7917,-6.71171,4.46246
-2.81854,2,8.83221,12.1001,1.9167,0.126435
-1.57663,2,8.83221,-10.5454,-12.6415,0.80385
-0.441921,1,8.83221,10.235,-4.21562,1.19464
-0.635192,1,8.83221,6.31322,9.35662,1.00692
-2.53778,1,8.83221,-6.82928,13.2372,0.239747
-1.90932,2,8.83221,-21.1833,4.96164,1.60037
-2.68362,2,8.83221,-29.2632,-3.28041,6.4038
-1.09897,2,8.83221,-22.1319,7.75154,6.38983
0.585778,1,8.83221,-13.7339,0.133444,15.6163
0.585778,1,8.83221,-13.7339,0.133444,15.6163
0.335186,2,8.83221,8.06403,-1.10217,1.986
0.99185,1,8.83221,0.183463,-0.0785843,2.80496
-0.728485,2,8.83221,16.5311,12.4914,4.58729
-3.75414,1,8.83221,19.213,19.9536,25.0551
0.814603,1,8.83221,8.64202,3.77126,3.78378
0.814603,2,8.83221,8.64202,3.77126,3.78378
1.09606,2,8.83221,-0.426852,11.0574,7.1038
0.633726,2,8.83221,-4.41968,11.7097,4.58095
0.633726,2,8.83221,-4.41968,11.7097,4.58095
0.483504,2,8.83221,-8.11656,-12.7364,6.11688
0.432529,2,8.83221,3.43114,14.473,15.5096
1.18588,1,8.83221,6.25531,8.08273,13.2149
1.18588,2,8.83221,6.25531,8.08273,13.2149
1.10336,2,8.83221,-1.30137,-7.69439,4.52847
0.500008,2,8.83221,3.89223,2.55216,22.355
1.39689,1,8.83221,-7.05423,4.42704,12.5173
1.07842,2,8.83221,-2.78186,-10.4679,6.5505
1.07842,1,8.83221,-2.78186,-10.4679,6.5505
1.07842,2,8.83221,-2.78186,-10.4679,6.5505
0.993053,2,8.83221,7.55996,8.83329,6.5963
1.07243,2,8.83221,-4.81434,-9.63782,6.41367
0.9299,1,8.83221,-8.89795,-5.64577,5.00469
-1.08526,2,8.83221,-16.6732,9.72198,21.3778
0.0265155,2,8.83221,6.69427,-2.42447,1.33493
-0.565215,1,8.83221,11.5713,-1.9473,1.13848
-0.39489,2,8.83221,11.1519,-13.8684,3.48837
-3.67347,1,8.83221,25.1805,-16.8816,20.4834
-3.67347,2,8.83221,25.1805,-16.8816,20.4834
1.03398,2,8.83221,-8.56396,4.0823,4.99716
1.03398,1,8.83221,-8.56396,4.0823,4.99716
1.03398,1,8.83221,-8.56396,4.0823,4.99716
1.40907,2,8.83221,5.91339,-5.84897,7.90315
0.857838,2,8.83221,-2.90262,2.25679,20.4599
-0.317139,2,8.83221,-7.30325,-12.1155,2.02165
-3.05615,2,8.83221,4.91503,30.5293,12.9068
-4.44345,2,8.83221,-10.6277,-28.6553,1.26481
-2.22888,1,8.83221,-9.23092,7.12981,0.212581
-4.19686,2,8.83221,-4.41149,-20.4095,0.13309
-0.271222,2,8.83221,6.72104,16.7599,4.26301
0.576899,2,8.83221,-6.94384,-13.0097,6.54196
0.576899,2,8.83221,-6.94384,-13.0097,6.54196
0.770738,2,8.83221,4.8884,12.7019,6.9457
0.816491,2,8.83221,-6.44137,-10.4156,5.60328
0.199573,2,8.83221,9.09909,0.601228,1.88341
0.117181,1,8.83221,-11.1734,5.11211,2.46568
-0.171932,2,8.83221,17.8989,1.5496,16.5018
-1.10177,2,8.83221,-11.3061,3.8011,0.678353
-1.84778,2,8.83221,11.3022,-10.9933,0.546987
0.773533,1,8.83221,12.8984,0.144675,5.94172
-0.907019,2,8.83221,11.4628,20.1128,8.32076
-3.06139,2,8.83221,7.50607,25.738,1.7289
0.399855,2,8.83221,7.06625,-7.18854,2.56178
1.00432,2,8.83221,-10.114,5.05977,14.2176
1.02313,2,8.83221,10.3066,-6.95296,10.8234
1.42736,2,8.83221,-3.26664,5.99711,6.49991
1.2311,2,8.83221,4.62047,-7.47665,6.05286
1.2676,2,8.83221,-7.29817,4.87697,14.0898
1.2676,2,8.83221,-7.29817,4.87697,14.0898
1.2676,1,8.83221,-7.29817,4.87697,14.0898
1.2676,1,8.83221,-7.29817,4.87697,14.0898
1.2676,1,8.83221,-7.29817,4.87697,14.0898
-0.128649,2,8.83221,-0.466625,5.56678,1.03326
-0.855747,1,8.83221,-9.02048,-13.8621,1.69251
-0.855747,1,8.83221,-9.02048,-13.8621,1.69251
0.00402592,2,8.83221,11.7581,14.1777,6.99203
0.00402592,1,8.83221,11.7581,14.1777,6.99203
-0.765224,2,8.83221,7.40466,-21.3821,9.13603
-0.765224,1,8.83221,7.40466,-21.3821,9.13603
-0.644907,2,8.83221,6.1588,21.1781,11.2601
-0.404257,1,8.83221,-7.47816,4.5681,0.984662
-2.02578,2,8.83221,-3.63644,-2.00395,0.143779
0.762965,2,8.83221,13.6793,3.88373,8.35957
1.714,1,8.83221,-2.93254,-0.351801,7.95989
1.714,1,8.83221,-2.93254,-0.351801,7.95989
1.714,2,8.83221,-2.93254,-0.351801,7.95989
-2.53178,2,8.83221,25.6347,14.2508,11.8756
-0.337022,2,8.83221,11.6796,5.16474,1.63524
-0.365289,2,8.83221,15.3146,6.32902,2.85302
0.100381,2,8.83221,-4.57571,5.69119,1.45886
-0.476997,2,8.83221,7.14802,10.4583,1.39813
0.657055,2,8.83221,-9.92942,8.36726,5.10612
-0.0729954,2,8.83221,16.1821,-9.13746,6.42482
-0.0729954,1,8.83221,16.1821,-9.13746,6.42482
-0.0729954,1,8.83221,16.1821,-9.13746,6.42482
0.12455,2,8.83221,-10.109,9.43545,19.4198
1.1744,2,8.83221,10.7928,-1.09903,8.07755
-2.23153,1,8.83221,26.0615,-11.0094,8.26596
-2.04669,2,8.83221,-21.4853,12.8717,19.3555
1.05956,1,8.83221,-8.38363,3.93049,5.02537
1.05956,0,8.83221,-8.38363,3.93049,5.02537
1.05956,1,8.83221,-8.38363,3.93049,5.02537
0.00929522,2,8.83221,8.1354,-5.17515,1.62805
0.922253,2,8.83221,-4.82152,2.8332,19.434
1.26433,2,8.83221,-0.673894,-6.4341,4.92852
0.538635,2,8.83221,8.15025,-1.61436,2.49669
-0.886696,1,8.83221,12.4457,-14.7449,2.75312
-0.497414,2,8.83221,6.592,17.1652,3.50627
0.120487,2,8.83221,-2.79017,-12.4747,20.3821
0.120487,2,8.83221,-2.79017,-12.4747,20.3821
-1.35587,2,8.83221,-18.3438,-16.5907,7.02706
-1.35587,1,8.83221,-18.3438,-16.5907,7.02706
-1.35587,1,8.83221,-18.3438,-16.5907,7.02706
-1.35587,2,8.83221,-18.3438,-16.5907,7.02706
-0.12586,2,8.83221,13.4981,5.77192,2.68524
0.062725,2,8.83221,-10.0709,-3.68898,22.1887
0.062725,2,8.83221,-10.0709,-3.68898,22.1887
0.062725,2,8.83221,-10.0709,-3.68898,22.1887
0.062725,1,8.83221,-10.0709,-3.68898,22.1887
0.062725,2,8.83221,-10.0709,-3.68898,22.1887
0.062725,2,8.83221,-10.0709,-3.68898,22.1887
0.88322,1,8.83221,-1.21343,-8.94841,3.92785
0.678449,2,8.83221,-2.6855,6.90171,2.68802
0.678449,2,8.83221,-2.6855,6.90171,2.68802
-1.08697,2,8.83221,-21.1885,-2.59273,3.49956
0.910762,2,8.83221,6.72658,-11.4386,11.0849
-0.243395,2,8.83221,12.0554,-2.56174,1.69983
0.456485,2,8.83221,-0.123345,11.4382,19.207
0.456485,2,8.83221,-0.123345,11.4382,19.207
0.47287,2,8.83221,-7.04789,3.70636,2.26022
0.528465,2,8.83221,10.8188,-1.58254,3.25137
-5.61087,2,8.83221,26.0192,21.8304,24.6971
-3.39081,2,8.83221,-22.7429,-18.8794,2.76124
-1.05408,1,8.83221,-17.3384,-16.19,8.00348
-1.63461,2,8.83221,2.16238,26.1138,9.36126
-1.39972,2,8.83221,12.6679,-19.6139,4.09628
-0.451436,2,8.83221,-18.8569,-7.80184,6.18468
-0.451436,1,8.83221,-18.8569,-7.80184,6.18468
0.0218647,2,8.83221,1.97804,16.9479,16.1523
0.253363,2,8.83221,1.25167,-17.4376,8.58648
0.312503,2,8.83221,-14.8673,-1.40307,4.64277
1.32874,1,8.83221,1.70719,4.08987,16.6439
0.716852,2,8.83221,9.49487,8.92268,5.59771
-1.86718,2,8.83221,-24.5861,-10.4238,13.3828
-1.86718,0,8.83221,-24.5861,-10.4238,13.3828
-1.86718,2,8.83221,-24.5861,-10.4238,13.3828
-1.86718,1,8.83221,-24.5861,-10.4238,13.3828
-1.86718,1,8.83221,-24.5861,-10.4238,13.3828
-0.90299,2,8.83221,17.4047,-12.9246,16.4545
1.18607,1,8.83221,8.26355,-6.72893,12.2822
1.40828,2,8.83221,-3.23205,7.7572,12.0942
1.40828,1,8.83221,-3.23205,7.7572,12.0942
1.02163,2,8.83221,-2.08096,-10.4642,14.9065
1.02163,1,8.83221,-2.08096,-10.4642,14.9065
1.56318,2,8.83221,-3.24194,3.03586,13.9596
1.56318,2,8.83221,-3.24194,3.03586,13.9596
-0.057215,1,8.83221,19.2294,-1.46529,9.85279
0.175429,2,8.83221,-8.52328,-2.73767,1.80848
1.22813,2,8.83221,2.63083,-8.00844,5.74593
-1.37146,2,8.83221,-5.35085,8.2003,0.410147
-1.44679,2,8.83221,-3.63197,-6.70512,0.314886
-1.0193,1,8.83221,-3.04174,7.64798,0.506974
1.3522,2,8.83221,-3.32998,-7.34123,6.69342
0.745762,2,8.83221,6.15657,6.07654,19.1413
0.745762,2,8.83221,6.15657,6.07654,19.1413
0.745762,2,8.83221,6.15657,6.07654,19.1413
0.745762,2,8.83221,6.15657,6.07654,19.1413
0.875183,1,8.83221,6.70106,11.7595,11.0888
-0.231865,2,8.83221,-16.3966,-10.8632,7.02095
0.570128,2,8.83221,11.0206,11.0583,8.85076
1.53267,2,8.83221,-4.75762,-1.84559,6.5263
1.43787,2,8.83221,7.16741,4.37865,11.1144
1.75104,2,8.83221,-1.95991,-1.287,8.49119
1.75104,1,8.83221,-1.95991,-1.287,8.49119
1.54725,2,8.83221,-1.09175,5.19472,13.5539
1.54725,2,8.83221,-1.09175,5.19472,13.5539
1.23678,2,8.83221,4.02983,4.67848,4.64205
-0.212819,2,8.83221,-12.9986,13.0501,4.99395
1.38125,2,8.83221,2.52151,-7.62783,7.04228
1.57952,2,8.83221,-4.61911,4.77058,9.49534
1.31724,2,8.83221,-8.89253,-4.13824,9.34877
-0.286182,2,8.83221,19.9656,0.901405,7.14271
-0.286182,2,8.83221,19.9656,0.901405,7.14271
0.116951,2,8.83221,11.8048,-10.538,4.31476
0.950032,2,8.83221,1.99908,-4.98229,3.13723
1.16411,2,8.83221,10.758,1.1117,7.78094
1.16411,1,8.83221,10.758,1.1117,7.78094
-0.223883,2,8.83221,-19.8366,-0.210089,12.5154
-0.223883,2,8.83221,-19.8366,-0.210089,12.5154
-0.223883,1,8.83221,-19.8366,-0.210089,12.5154
-0.0528742,2,8.83221,-1.67202,19.187,9.72322
-0.0528742,1,8.83221,-1.67202,19.187,9.72322
1.14389,1,8.83221,0.461055,10.6979,7.23456
1.14389,2,8.83221,0.461055,10.6979,7.23456
1.14389,1,8.83221,0.461055,10.6979,7.23456
1.37607,2,8.83221,-4.41094,-7.5604,7.9935
1.37607,1,8.83221,-4.41094,-7.5604,7.9935
1.5105,2,8.83221,2.64453,6.94283,8.75914
0.537007,1,8.83221,5.16355,9.88277,18.8591
-1.51022,1,8.83221,11.6027,16.6455,1.75712
-1.49921,2,8.83221,15.9299,4.57722,0.885398
-0.0845695,2,8.83221,-10.1027,-12.7374,18.2648
-1.58707,2,8.83221,-23.4085,8.70839,5.33445
0.817352,2,8.83221,2.81766,-3.38482,2.57952
1.21751,2,8.83221,-4.01002,9.12924,13.0989
-0.216733,2,8.83221,13.7412,3.21089,2.2342
1.46464,2,8.83221,8.19784,0.508151,10.2517
1.40303,2,8.83221,-6.85393,0.149763,6.2578
-0.869888,1,8.83221,-21.4635,8.56616,10.4699
-0.29534,2,8.83221,-15.0295,9.37739,3.84913
1.03087,2,8.83221,4.26777,-4.46948,3.62363
1.17705,2,8.83221,-6.65809,5.16339,5.33519
1.17705,1,8.83221,-6.65809,5.16339,5.33519
1.17705,1,8.83221,-6.65809,5.16339,5.33519
0.973552,1,8.83221,-0.541682,-6.17218,3.39816
0.388273,2,8.83221,-2.87245,12.8593,3.77145
0.416606,1,8.83221,-8.51023,5.3033,2.59343
-0.858189,2,8.83221,8.77769,-7.02185,0.79994
-1.79189,2,8.83221,-7.36421,-19.8422,1.5847
-2.02498,2,8.83221,4.20333,22.646,1.90744
-0.912059,2,8.83221,-1.16161,5.54534,0.472157
-2.03152,2,8.83221,17.3991,9.52647,0.942079
-3.72468,2,8.83221,-17.0698,-16.4962,0.403996
-3.32275,1,8.83221,-14.4433,1.55184,0.103559
-5.93225,2,8.83221,-5.66492,8.16691,0.00434687
0.749152,2,8.83221,3.87578,0.48426,2.34659
-0.572792,1,8.83221,0.424524,16.2192,2.15242
-1.34935,2,8.83221,-17.3568,-5.34012,23.9926
-1.34935,1,8.83221,-17.3568,-5.34012,23.9926
-1.34935,2,8.83221,-17.3568,-5.34012,23.9926
1.74567,1,8.83221,-3.28735,-0.218203,9.4902
1.74567,1,8.83221,-3.28735,-0.218203,9.4902
1.5207,2,8.83221,2.41612,-5.5292,7.02537
1.65773,2,8.83221,-0.184379,2.7815,6.94138
-1.25244,1,8.83221,15.1006,3.85908,0.967374
-0.764741,1,8.83221,8.72483,8.03847,0.944993
-0.817221,1,8.83221,-2.76927,13.299,1.11817
-1.18942,2,8.83221,-17.4252,5.15679,1.60746
-0.112173,2,8.83221,15.0766,-2.85977,19.5272
-2.46738,2,8.83221,-0.674463,10.5924,0.148972
-1.85915,2,8.83221,-7.05943,9.85817,0.325132
1.02151,2,8.83221,9.62242,-7.67317,8.50113
-1.34085,2,8.83221,22.3362,-5.58354,17.6797
-1.34085,1,8.83221,22.3362,-5.58354,17.6797
-1.34085,2,8.83221,22.3362,-5.58354,17.6797
-0.245304,1,8.83221,18.8135,-4.01992,14.7272
-1.41593,2,8.83221,-20.6079,13.1188,5.61674
-1.41593,1,8.83221,-20.6079,13.1188,5.61674
0.632359,2,8.83221,-4.80501,13.8017,13.3528
0.477684,2,8.83221,-13.717,-5.75587,5.75195
0.477684,1,8.83221,-13.717,-5.75587,5.75195
0.477684,1,8.83221,-13.717,-5.75587,5.75195
0.477684,1,8.83221,-13.717,-5.75587,5.75195
0.477684,0,8.83221,-13.717,-5.75587,5.75195
0.534122,2,8.83221,-9.52508,0.433779,2.79478
1.16916,1,8.83221,-7.36154,-1.54709,4.79175
1.26996,2,8.83221,2.77323,-8.65957,13.6305
0.908971,2,8.83221,-10.8846,6.91431,7.61862
1.00501,1,8.83221,-4.87132,4.59451,3.65462
0.467254,1,8.83221,-8.35242,12.1975,5.55146
-0.179673,2,8.83221,9.13349,-9.74887,2.08413
0.188997,2,8.83221,15.5037,-1.0028,16.9311
0.980511,2,8.83221,2.48595,9.59781,4.91821
0.980511,1,8.83221,2.48595,9.59781,4.91821
1.08752,2,8.83221,2.55268,8.73458,5.11638
1.25708,2,8.83221,2.54256,10.1309,9.96432
1.5358,2,8.83221,1.5982,6.06148,12.759
1.33613,2,8.83221,0.0383935,6.28573,5.3478
-1.1131,2,8.83221,0.275065,20.9885,3.1224
0.813437,2,8.83221,12.2185,0.874907,5.58178
0.813437,1,8.83221,12.2185,0.874907,5.58178
0.929843,1,8.83221,6.16055,-3.03457,3.39874
0.392645,1,8.83221,12.6283,8.97217,5.82508
0.392645,1,8.83221,12.6283,8.97217,5.82508
0.392645,0,8.83221,12.6283,8.97217,5.82508
-0.185869,2,8.83221,-13.4939,-12.9473,15.239
-0.185869,2,8.83221,-13.4939,-12.9473,15.239
-0.0994731,2,8.83221,15.2147,10.8383,6.33361
-0.0994731,1,8.83221,15.2147,10.8383,6.33361
-0.0461103,2,8.83221,14.819,4.036,3.2774
-0.0742264,2,8.83221,8.70382,16.7517,7.0945
-0.429175,1,8.83221,-3.87186,3.89896,0.759324
0.936921,2,8.83221,-1.19438,-3.94122,2.89702
0.936921,1,8.83221,-1.19438,-3.94122,2.89702
1.12718,2,8.83221,-11.2663,0.309448,12.0696
1.12718,1,8.83221,-11.2663,0.309448,12.0696
1.60906,1,8.83221,3.86003,0.011682,13.6273
1.31359,2,8.83221,-7.53766,-4.65172,7.06894
1.31359,2,8.83221,-7.53766,-4.65172,7.06894
-1.50898,2,8.83221,7.48841,24.0643,6.57196
-1.50898,1,8.83221,7.48841,24.0643,6.57196
-0.802359,2,8.83221,-7.21648,-20.2117,15.9174
0.352978,2,8.83221,13.2569,2.80561,3.83693
0.992571,2,8.83221,8.70701,9.22873,10.7229
0.992571,2,8.83221,8.70701,9.22873,10.7229
-0.298546,2,8.83221,3.76867,-19.6336,6.9857
-0.256694,2,8.83221,-10.6843,16.6873,13.2462
-0.256694,2,8.83221,-10.6843,16.6873,13.2462
-1.16831,2,8.83221,-9.86638,17.4641,2.39165
0.096944,2,8.83221,-11.4487,12.9255,14.9444
0.985486,1,8.83221,3.09934,-4.49879,3.28243
0.916159,2,8.83221,-0.132316,3.13692,2.72531
1.50418,2,8.83221,7.19433,-1.96832,8.61256
1.50418,1,8.83221,7.19433,-1.96832,8.61256
1.50418,1,8.83221,7.19433,-1.96832,8.61256
1.25219,1,8.83221,9.63388,-1.76376,12.7686
0.798964,2,8.83221,-10.3692,1.17864,4.18286
-1.57755,2,8.83221,-20.812,-5.55711,2.15046
-1.26912,2,8.83221,16.5244,6.2199,1.34809
1.23279,2,8.83221,-9.97127,2.16684,12.294
1.23279,2,8.83221,-9.97127,2.16684,12.294
0.463115,2,8.83221,-6.93555,-14.2677,12.9714
0.299966,2,8.83221,13.9535,9.65665,12.6036
0.376025,1,8.83221,1.63005,-3.76414,1.60485
0.0857333,1,8.83221,-1.99242,-7.83478,1.52834
1.12783,2,8.83221,9.40218,-5.91075,7.69529
1.61195,2,8.83221,-0.0974954,4.89977,12.7639
1.46626,2,8.83221,1.42763,-7.64733,8.22338
1.1005,2,8.83221,2.87744,1.4938,3.35078
0.858867,1,8.83221,-6.95589,-9.92232,5.82981
0.505995,2,8.83221,0.555513,10.7344,19.3986
-0.890264,2,8.83221,16.9023,14.8863,6.34303
-0.890264,1,8.83221,16.9023,14.8863,6.34303
0.163188,2,8.83221,14.0441,-6.25114,17.3821
0.832414,2,8.83221,12.7488,0.125476,14.1984
-0.679474,2,8.83221,2.70905,16.9501,2.26935
-0.679474,1,8.83221,2.70905,16.9501,2.26935
-0.679474,1,8.83221,2.70905,16.9501,2.26935
-0.522357,2,8.83221,-10.5918,-14.0815,2.92339
0.573822,1,8.83221,-4.05067,-13.2685,5.36607
0.992027,2,8.83221,-12.1807,-3.59698,10.6405
0.992027,1,8.83221,-12.1807,-3.59698,10.6405
1.54487,2,8.83221,-2.39131,6.69269,9.28994
1.19485,2,8.83221,6.89816,-7.54516,7.23833
-0.799912,2,8.83221,-16.063,9.40465,20.4149
0.993766,2,8.83221,5.37742,2.47347,3.41142
-1,2,8.83221,-17.4753,-6.45258,2.13373
0.241304,1,8.83221,-12.7273,-4.12756,3.28869
-0.519182,2,8.83221,-11.4396,-8.1868,1.62159
-0.294477,2,8.83221,3.79534,3.77484,26.1318
-0.294477,2,8.83221,3.79534,3.77484,26.1318
-0.294477,2,8.83221,3.79534,3.77484,26.1318
-0.294477,2,8.83221,3.79534,3.77484,26.1318
-1.85036,2,8.83221,-0.039449,-9.63715,0.250158
-1.4685,1,8.83221,-6.94708,-9.27246,0.451002
-2.75205,2,8.83221,1.58398,2.58093,0.066792
-3.1501,2,8.83221,-7.69963,-8.52187,0.0828654
-3.30323,2,8.83221,0.308013,-1.23464,0.0370634
-3.30323,2,8.83221,0.308013,-1.23464,0.0370634
-1.2696,3,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,1,8.83221,-5.25106,-2.31593,30.0229
-1.2696,1,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,1,8.83221,-5.25106,-2.31593,30.0229
-1.2696,3,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
-1.2696,2,8.83221,-5.25106,-2.31593,30.0229
0.806654,1,8.83221,3.10486,-3.06099,2.54488
-0.339355,1,8.83221,-12.2172,-15.3434,14.988
-0.339355,2,8.83221,-12.2172,-15.3434,14.988
-0.339355,1,8.83221,-12.2172,-15.3434,14.988
1.481,2,8.83221,6.33095,-2.26979,7.08741
1.481,0,8.83221,6.33095,-2.26979,7.08741
1.481,1,8.83221,6.33095,-2.26979,7.08741
1.49466,2,8.83221,-4.12131,-0.0862196,5.71364
1.49466,1,8.83221,-4.12131,-0.0862196,5.71364
1.55362,2,8.83221,3.67438,-5.895,9.13569
1.60161,2,8.83221,5.96581,2.10143,10.3089
1.60161,1,8.83221,5.96581,2.10143,10.3089
1.60161,2,8.83221,5.96581,2.10143,10.3089
1.60161,1,8.83221,5.96581,2.10143,10.3089
1.60161,2,8.83221,5.96581,2.10143,10.3089
1.17618,2,8.83221,-2.74339,2.82771,3.76025
1.17618,1,8.83221,-2.74339,2.82771,3.76025
-1.16462,1,8.83221,-13.7759,14.5538,2.39151
-0.132678,2,8.83221,5.99118,9.72073,22.845
0.798487,2,8.83221,-2.8322,2.30536,2.44763
0.349474,1,8.83221,4.74691,11.976,18.706
0.850661,1,8.83221,2.86979,11.8637,5.85223
0.850661,1,8.83221,2.86979,11.8637,5.85223
-0.455516,2,8.83221,-16.7292,6.09923,19.0698
-1.64814,2,8.83221,-4.56505,8.75955,0.313549
0.998751,2,8.83221,2.40832,-7.72907,17.5382
1.20749,2,8.83221,-5.03987,8.21927,6.63533
1.20749,1,8.83221,-5.03987,8.21927,6.63533
1.20749,1,8.83221,-5.03987,8.21927,6.63533
1.36905,2,8.83221,5.40152,-3.7772,14.9612
0.36528,2,8.83221,1.76311,14.8347,4.97823
1.58832,2,8.83221,0.618134,5.21873,7.37929
0.925232,2,8.83221,11.6416,-6.31779,9.87989
-0.302857,2,8.83221,16.8557,-5.26101,3.77042
-0.302857,1,8.83221,16.8557,-5.26101,3.77042
-1.70018,3,8.83221,23.3312,-7.06808,3.83818
0.0418737,2,8.83221,-10.158,15.6932,11.179
0.0418737,1,8.83221,-10.158,15.6932,11.179
-0.212417,2,8.83221,20.0711,-0.231287,9.77861
0.225528,1,8.83221,16.1989,-4.02555,14.5565
-0.59646,2,8.83221,2.1812,-20.0343,16.5755
-1.77732,2,8.83221,3.23049,17.5496,0.83383
0.629589,2,8.83221,-0.159242,-10.7025,18.5311
0.629589,2,8.83221,-0.159242,-10.7025,18.5311
1.23571,2,8.83221,-2.88106,2.73986,17.6364
-0.0761639,2,8.83221,2.26448,2.17366,0.978126
-0.0761639,1,8.83221,2.26448,2.17366,0.978126
-0.0761639,1,8.83221,2.26448,2.17366,0.978126
-0.0761639,1,8.83221,2.26448,2.17366,0.978126
1.32584,1,8.83221,-7.44638,4.43719,7.00841
1.32584,1,8.83221,-7.44638,4.43719,7.00841
1.32584,1,8.83221,-7.44638,4.43719,7.00841
1.32584,0,8.83221,-7.44638,4.43719,7.00841
1.32584,1,8.83221,-7.44638,4.43719,7.00841
1.31353,2,8.83221,-0.39893,-8.19419,14.1296
1.41588,2,8.83221,-0.264383,-2.59881,4.77877
0.36363,1,8.83221,-8.27406,-8.01853,19.7869
0.36363,2,8.83221,-8.27406,-8.01853,19.7869
0.36363,2,8.83221,-8.27406,-8.01853,19.7869
0.36363,2,8.83221,-8.27406,-8.01853,19.7869
0.36363,2,8.83221,-8.27406,-8.01853,19.7869
1.35023,1,8.83221,-9.3935,0.63361,10.9719
0.511247,2,8.83221,-15.6134,-1.87076,7.75506
0.511247,1,8.83221,-15.6134,-1.87076,7.75506
0.511247,1,8.83221,-15.6134,-1.87076,7.75506
0.220272,2,8.83221,3.13905,9.54121,21.6892
0.637341,2,8.83221,-9.18341,-0.925801,3.03215
0.157303,1,8.83221,-3.97112,9.62235,2.05487
0.0549658,2,8.83221,16.7437,6.97454,6.98685
0.0549658,2,8.83221,16.7437,6.97454,6.98685
-1.43872,2,8.83221,-24.5993,-0.608717,5.79216
-4.69423,2,8.83221,26.8906,20.1741,2.69843
-2.04848,2,8.83221,17.1579,21.7606,11.0896
-1.76119,2,8.83221,-22.3967,-14.4554,8.97391
-1.76119,1,8.83221,-22.3967,-14.4554,8.97391
-1.76119,0,8.83221,-22.3967,-14.4554,8.97391
-2.95509,2,8.83221,24.7979,15.4735,17.62
-3.46273,2,8.83221,-30.413,-11.3006,9.55033
0.386581,1,8.83221,-11.8612,-6.85047,4.08883
1.55861,2,8.83221,2.68593,-3.91987,13.8146
1.55861,1,8.83221,2.68593,-3.91987,13.8146
1.24841,2,8.83221,-8.71507,2.76834,6.56766
0.768212,2,8.83221,8.98693,4.7242,3.89403
1.60543,2,8.83221,-4.03917,-3.55694,12.3684
1.60543,1,8.83221,-4.03917,-3.55694,12.3684
1.60543,1,8.83221,-4.03917,-3.55694,12.3684
1.43979,2,8.83221,-0.862236,7.09912,13.4328
0.635348,2,8.83221,14.2659,-3.54384,7.21269
0.635348,1,8.83221,14.2659,-3.54384,7.21269
-2.39526,2,8.83221,19.9201,-15.0223,2.09399
0.10739,2,8.83221,0.990878,-5.14478,1.2878
1.67578,2,8.83221,2.53185,0.460968,13.2022
1.67578,1,8.83221,2.53185,0.460968,13.2022
1.67578,1,8.83221,2.53185,0.460968,13.2022
1.67578,1,8.83221,2.53185,0.460968,13.2022
1.53868,2,8.83221,-7.01513,-1.82572,9.65915
1.53868,1,8.83221,-7.01513,-1.82572,9.65915
1.43269,2,8.83221,4.72728,-7.1116,9.28172
1.13712,2,8.83221,1.61229,0.0340366,18.9219
1.13712,2,8.83221,1.61229,0.0340366,18.9219
1.4379,2,8.83221,-6.24487,-0.04076,6.20558
0.933558,2,8.83221,7.18208,6.97002,16.5737
0.933558,1,8.83221,7.18208,6.97002,16.5737
0.933558,2,8.83221,7.18208,6.97002,16.5737
0.424585,2,8.83221,14.8764,7.35898,10.2631
-2.71146,2,8.83221,27.5799,4.39752,3.48794
0.936162,2,8.83221,-0.868291,-0.244542,2.65223
